0,1,2,3,4,5,6,7,8,9
148,62,126,128,81,124,132,88,103,149
67,92,140,156,155,95,69,114,50,97
64,109,121,21,47,71,58,56,116,81
107,62,77,103,11,78,19,121,74,81
148,5,121,28,102,77,151,125,50,88
22,69,92,50,39,140,129,114,10,102
23,58,88,63,51,65,72,140,116,81
107,62,12,74,72,95,58,145,140,81
146,132,65,128,102,47,151,126,130,51
38,109,41,130,51,56,137,112,10,97
63,109,114,156,155,100,19,140,36,130
95,85,98,63,47,72,83,59,121,44
22,148,126,130,97,100,83,3,74,42
23,83,19,103,149,22,132,114,96,97
79,34,140,74,42,107,113,6,128,75
23,69,98,96,144,106,129,108,130,102
15,69,98,156,51,77,5,135,116,81
24,109,73,145,13,125,5,6,74,11
98,5,41,74,81,67,62,77,130,51
33,151,114,130,127,84,62,48,50,13
124,135,3,74,144,23,83,126,128,155
38,29,135,128,155,107,62,6,50,102
56,69,138,50,42,23,104,3,128,88
55,129,43,130,102,40,105,2,121,155
92,5,108,50,42,132,25,6,74,9
72,138,64,63,149,74,5,22,77,43
2,123,63,10,102,120,62,4,74,42
23,135,114,130,24,92,19,2,20,51
125,109,56,10,102,107,104,98,149,128
23,105,53,74,31,77,137,22,145,149
102,62,93,130,88,107,151,98,103,122
56,132,53,74,144,124,92,4,156,102
23,62,108,74,42,124,92,6,97,128
148,109,121,103,149,77,138,12,74,42
100,92,2,130,88,141,62,126,128,42
106,62,114,28,47,56,123,111,74,155
63,62,102,10,149,84,83,126,74,115
100,92,64,128,57,78,8,140,10,102
9,62,135,116,75,38,64,92,130,149
140,137,135,65,33,38,62,37,130,149
77,132,111,130,149,71,109,140,10,42
25,104,54,116,55,84,123,125,128,81
35,5,108,145,155,78,92,111,128,149
46,69,134,74,102,16,151,111,130,97
136,105,98,63,97,77,92,41,28,142
38,5,53,130,55,47,92,97,50,114
141,70,98,74,81,92,109,121,134,142
65,104,125,128,102,38,29,43,156,155
78,104,6,10,81,62,109,4,21,155
126,5,141,134,142,107,92,3,86,144
56,69,98,128,117,78,92,59,130,149
63,92,2,74,102,131,58,22,50,42
146,138,98,116,75,56,69,111,74,81
100,92,2,156,81,107,5,37,21,47
15,5,101,156,154,40,57,6,50,16
62,92,126,128,64,78,105,3,10,149
78,113,92,128,2,87,27,56,145,11
84,92,73,101,42,107,72,140,116,97
92,135,59,145,97,23,123,125,50,88
78,92,138,130,88,123,23,41,128,89
56,123,98,145,11,23,129,77,63,97
30,58,124,130,51,38,69,114,10,81
65,92,107,130,97,110,123,62,10,149
107,92,46,128,43,140,109,111,50,97
78,72,125,10,42,107,62,140,50,102
38,113,37,74,81,92,62,12,26,43
72,151,114,128,155,124,62,12,130,97
22,62,134,10,75,124,57,53,50,123
12,83,135,50,88,78,92,22,130,81
65,62,135,128,43,98,148,138,50,42
79,109,38,10,42,7,132,26,130,102
77,83,91,96,42,84,69,140,17,51
77,132,41,50,89,118,151,6,128,97
78,1,3,130,133,77,92,114,128,39
148,92,77,145,11,56,69,4,50,42
141,57,77,74,42,65,151,111,116,97
131,20,135,123,81,38,69,126,128,89
80,71,125,74,88,124,27,3,134,142
100,29,114,74,127,98,62,140,128,122
22,132,38,128,43,125,137,52,116,149
38,62,126,128,89,78,83,12,50,154
38,58,135,128,51,87,104,4,74,42
73,62,137,116,42,77,2,109,74,115
140,132,98,50,133,100,95,126,51,128
125,34,143,74,11,92,62,41,145,13
22,62,12,128,97,124,138,111,130,102
107,92,37,130,102,40,137,134,128,42
148,29,126,63,142,56,69,125,156,81
38,62,123,29,144,107,83,6,145,13
107,132,108,28,81,60,62,77,63,89
148,62,138,10,155,90,83,125,20,146
52,34,53,128,81,16,62,77,134,87
107,92,98,134,142,65,151,91,10,102
4,5,140,21,89,77,62,121,128,51
27,83,114,145,97,38,123,3,116,102
77,60,53,130,102,95,105,88,74,42
92,69,77,50,154,67,83,126,116,13
106,92,98,10,149,124,69,135,21,155
98,109,121,130,149,23,129,111,134,51
125,123,22,74,42,38,83,4,116,43
22,5,109,121,155,23,62,111,63,102
38,62,33,128,42,22,137,77,28,155
87,123,38,116,97,147,92,135,74,131
65,132,48,74,55,97,5,12,130,38
110,47,6,116,43,125,23,111,50,51
22,62,126,128,155,98,132,140,50,149
134,147,126,146,144,71,29,135,89,42
106,62,37,128,42,56,83,12,28,154
118,109,121,96,42,55,129,126,128,88
107,62,53,134,81,100,27,2,116,142
140,83,111,128,81,107,62,77,74,126
60,151,98,134,102,107,62,3,111,155
125,5,75,130,51,38,71,12,50,81
146,132,41,130,102,38,151,53,74,88
40,29,48,10,43,124,64,126,130,102
92,109,98,121,88,72,151,6,10,149
56,72,135,63,154,131,29,114,116,81
73,19,3,116,97,72,132,126,128,81
125,57,12,128,102,73,119,56,116,42
92,119,53,74,72,98,62,135,116,43
148,104,135,130,55,56,5,41,10,102
124,72,121,10,149,107,135,42,89,12
100,69,59,63,73,124,132,126,149,130
23,132,125,50,88,16,139,4,128,42
140,132,98,74,42,107,62,126,128,154
148,132,143,74,144,72,5,41,128,89
22,148,114,74,42,72,109,121,81,145
38,105,6,128,43,23,71,126,74,42
56,104,12,17,102,38,92,4,128,155
23,109,121,128,51,22,137,135,74,42
141,71,111,130,149,98,62,22,128,42
71,92,6,128,42,23,109,140,50,102
140,92,77,128,97,100,104,126,50,144
146,62,82,128,42,1,34,4,130,51
107,137,125,42,10,92,135,33,153,97
107,104,4,10,149,52,32,135,134,24
60,109,121,50,102,98,62,93,63,144
131,137,121,50,149,100,152,65,145,51
38,62,77,50,88,107,109,111,128,144
107,92,91,17,43,100,62,93,10,102
107,104,41,74,42,60,132,4,130,102
71,132,114,128,149,35,125,62,134,142
72,104,59,156,51,140,132,111,145,55
56,3,129,86,122,78,62,6,10,149
23,83,3,116,97,56,62,126,128,42
2,29,56,128,154,71,83,138,134,43
107,62,143,74,36,92,152,54,130,42
125,83,111,128,51,40,62,126,26,44
23,62,114,130,102,78,71,125,128,88
107,62,114,130,149,141,123,56,145,51
148,1,108,128,144,62,87,59,130,149
106,139,6,130,97,124,83,53,103,149
124,92,2,116,97,136,109,125,128,149
56,69,107,74,42,92,129,111,116,51
77,138,33,116,97,84,83,6,134,42
23,57,114,74,154,92,5,126,130,102
79,69,140,134,144,148,62,77,103,42
100,69,56,145,55,124,62,3,116,81
56,69,4,116,102,23,83,2,28,144
59,129,107,50,126,80,57,41,127,128
92,83,77,116,44,40,62,141,65,81
148,60,121,50,11,22,132,98,145,155
40,69,138,74,102,72,104,71,28,144
72,132,112,145,11,87,137,125,130,122
56,62,91,128,149,40,57,98,116,42
98,62,6,130,102,150,72,121,20,142
141,132,12,130,51,38,69,41,50,154
124,5,89,74,42,98,137,125,128,51
35,62,3,116,51,98,113,4,74,24
10,92,12,77,81,107,138,41,130,149
95,92,4,96,42,77,62,98,145,155
92,83,98,10,47,52,139,121,117,97
55,69,135,116,87,4,83,56,134,142
72,109,134,50,88,84,62,12,74,42
38,57,4,101,42,107,54,114,128,123
26,129,73,134,132,146,92,98,128,33
25,69,56,116,81,106,119,138,128,42
23,138,43,145,97,124,62,6,116,155
95,62,77,74,51,87,92,4,156,155
107,138,38,128,88,124,109,126,130,102
136,92,114,116,81,84,129,93,128,149
84,2,57,50,24,98,132,77,130,102
56,151,53,103,149,72,62,114,28,102
136,5,59,74,42,47,132,114,116,97
124,132,77,50,88,4,69,22,74,42
40,62,98,130,137,23,92,4,128,149
92,83,93,74,154,46,135,26,130,127
92,69,107,128,42,134,62,3,10,97
38,104,91,156,36,77,109,121,116,102
87,62,6,128,89,148,5,51,20,100
40,92,126,128,81,56,58,0,130,149
56,62,2,10,149,141,69,135,20,154
118,137,83,116,11,40,69,38,140,144
148,105,6,74,144,77,92,38,128,102
107,92,37,128,43,98,57,114,96,36
118,29,93,50,24,138,62,65,134,88
107,109,121,10,155,22,5,114,74,42
22,58,114,145,81,55,62,126,128,11
40,132,77,103,43,92,5,111,10,42
85,29,107,128,126,92,62,4,74,36
140,152,6,156,97,87,83,135,101,88
4,5,125,74,42,22,62,126,116,155
52,113,6,10,127,107,64,135,21,102
79,132,122,134,144,38,34,114,116,43
92,83,111,145,73,41,71,46,116,97
107,129,91,128,149,136,132,98,2,116
92,151,98,128,51,64,132,140,50,42
98,119,93,116,149,71,109,121,74,34
131,62,98,21,42,141,19,114,153,13
22,5,6,121,4,77,92,3,74,42
16,132,53,145,97,148,62,77,130,51
23,62,53,17,75,106,58,126,63,127
23,140,126,74,42,46,83,37,128,81
92,89,4,83,57,125,119,114,74,144
22,83,111,63,155,15,6,151,145,55
127,92,33,128,38,110,62,98,116,97
146,47,126,130,149,140,5,3,74,51
140,109,43,116,131,47,104,53,74,42
71,132,98,128,144,131,83,126,130,43
38,19,22,128,154,40,83,138,101,51
98,83,38,156,2,72,62,111,128,55
92,5,82,116,71,78,62,4,50,88
125,104,6,74,155,72,132,114,116,42
148,113,6,50,75,56,62,98,128,81
23,109,134,88,127,150,69,98,153,81
23,83,98,63,111,40,109,2,103,149
84,137,135,121,142,124,64,4,128,42
141,109,138,42,74,77,92,6,128,51
78,83,111,20,81,100,92,126,63,72
78,151,98,128,102,80,62,126,130,75
23,62,111,116,81,72,132,4,10,149
132,123,131,20,142,56,69,125,130,102
56,83,111,17,91,140,62,6,130,97
107,83,25,116,97,125,92,12,74,144
124,62,126,21,42,107,132,6,10,144
98,132,138,50,24,56,5,77,130,149
95,58,135,10,51,146,92,98,145,55
16,62,53,74,155,140,69,139,50,42
124,69,125,128,154,40,62,108,74,33
65,19,38,156,154,79,95,3,145,155
111,119,92,28,75,78,132,51,130,77
110,137,138,128,88,38,83,2,130,144
23,69,77,128,51,56,123,140,116,142
126,92,124,20,42,146,147,2,134,25
59,5,53,96,51,87,57,111,50,88
92,135,126,145,97,140,62,6,50,42
52,57,4,10,42,23,135,59,50,24
38,135,4,20,155,107,132,41,128,89
141,92,2,145,33,131,129,111,128,154
140,62,77,116,11,40,92,126,49,47
23,69,114,145,97,107,62,121,128,89
92,137,4,10,127,107,69,22,128,149
148,105,111,130,127,131,83,121,101,51
99,92,77,116,13,80,47,38,130,149
107,5,37,74,24,72,113,12,130,97
58,71,114,130,127,95,135,4,63,51
23,34,53,50,97,41,57,108,128,88
126,129,124,50,88,23,62,59,96,42
4,139,114,128,67,99,123,3,103,36
118,71,116,74,25,72,92,111,63,102
40,69,38,128,149,95,113,4,116,43
35,83,77,107,154,46,132,121,17,102
78,105,98,50,13,9,62,138,153,72
125,104,41,128,97,63,135,4,101,81
124,151,126,128,133,141,5,6,63,102
92,57,4,74,97,22,62,3,128,42
71,132,98,74,88,72,92,140,89,55
47,83,135,89,11,4,69,138,128,24
5,72,77,10,149,56,69,138,130,51
125,132,93,156,155,22,62,111,145,13
121,5,108,74,42,107,132,2,116,51
9,129,77,50,88,107,89,114,128,69
79,92,77,74,122,5,137,125,128,43
92,62,6,97,103,107,132,111,101,43
124,104,77,145,13,74,70,4,100,144
87,69,125,130,149,78,123,73,17,43
2,129,141,123,11,119,62,56,74,88
77,132,12,10,149,140,62,111,101,81
84,138,114,128,149,125,119,77,145,81
131,104,77,128,51,136,69,41,74,24
118,148,83,10,149,16,104,3,65,13
107,83,138,101,155,92,129,6,50,102
27,62,6,50,51,56,69,43,18,81
107,62,3,10,149,40,135,130,4,102
77,92,111,74,81,107,109,125,116,144
92,62,53,50,88,100,83,3,130,149
141,62,93,116,81,30,132,53,103,24
107,109,130,134,42,60,69,38,128,117
72,109,156,89,144,92,83,98,74,42
22,69,112,134,142,141,29,135,128,154
140,137,62,50,36,124,132,77,63,144
107,62,4,116,81,90,57,41,28,88
78,123,138,130,149,100,83,3,67,89
98,151,10,140,81,38,5,77,42,128
131,69,138,74,39,78,104,112,130,43
92,104,53,134,144,25,129,2,10,97
100,69,125,103,155,49,137,38,156,149
38,58,146,116,55,40,135,125,153,81
38,83,77,101,47,22,27,140,130,102
92,57,114,145,97,77,71,22,128,144
78,105,77,130,102,57,62,22,28,155
106,92,111,50,97,151,135,6,18,42
78,83,56,74,51,38,104,4,101,11
92,109,88,128,114,4,69,56,156,42
56,69,98,130,102,40,62,143,10,75
125,104,77,29,155,40,148,65,74,144
77,69,38,50,155,78,62,59,130,88
15,58,146,21,95,118,83,4,121,97
72,92,2,134,42,124,1,98,74,144
121,109,65,130,51,72,92,56,50,25
95,19,73,134,149,141,138,53,130,36
125,92,6,129,155,71,69,56,10,102
92,27,73,128,72,143,90,4,121,2
64,104,59,128,144,71,109,3,130,102
125,62,143,116,126,42,132,111,74,121
23,5,3,10,144,40,132,4,128,42
124,129,12,50,142,140,92,98,74,88
76,105,135,111,149,63,34,82,130,89
23,62,93,134,102,126,109,135,10,144
148,123,73,145,81,146,105,64,116,43
40,71,33,155,74,107,152,120,156,55
124,109,6,50,88,84,83,37,145,51
124,5,3,74,51,23,62,33,21,102
22,47,126,50,48,100,58,134,130,149
107,92,41,130,81,125,109,98,50,102
125,132,4,121,155,23,62,41,10,102
23,104,64,50,89,140,69,98,128,97
56,62,3,101,154,94,104,12,116,155
38,69,12,10,25,148,62,3,128,88
151,92,98,36,126,29,62,114,128,97
92,69,140,116,13,23,135,12,10,154
56,62,12,156,81,46,132,73,50,88
148,137,138,130,149,23,57,98,28,155
26,5,33,130,81,148,132,114,116,127
77,83,135,116,43,95,152,52,128,144
40,60,98,128,88,107,69,138,101,97
77,95,124,128,42,54,69,64,10,43
63,147,73,50,149,107,92,0,103,13
34,92,103,140,81,107,44,126,130,102
71,109,121,50,88,22,152,54,74,42
125,139,6,116,51,23,62,77,128,102
140,83,6,74,97,136,69,71,130,155
78,83,53,156,88,67,72,125,42,121
15,19,135,121,11,92,69,83,2,156
100,69,107,103,149,84,62,98,50,88
91,58,138,130,127,56,104,77,128,97
106,135,19,50,42,102,129,138,128,25
72,137,82,50,55,56,92,114,74,36
15,132,37,18,144,100,29,146,128,43
118,129,37,128,155,16,53,19,74,117
87,129,2,130,102,46,83,41,50,42
129,72,132,128,24,92,83,4,134,155
52,5,65,74,144,125,104,3,116,154
87,64,135,50,24,141,62,98,103,55
148,83,77,74,72,124,69,135,116,51
107,132,12,50,88,72,104,121,128,42
4,62,3,50,149,148,135,46,130,81
77,83,137,10,149,100,104,12,20,144
92,83,98,103,81,107,62,3,128,13
56,8,126,25,128,72,104,121,138,144
92,62,126,156,155,23,54,41,128,88
71,105,3,128,51,102,83,4,10,63
136,27,132,156,81,106,29,53,116,51
114,113,38,134,127,79,132,78,96,87
107,137,22,128,89,100,62,12,156,144
77,62,12,116,97,38,138,98,145,155
23,2,92,116,147,124,135,111,21,81
107,92,4,145,72,140,69,3,130,11
65,92,77,74,155,38,71,111,145,43
107,57,126,116,154,106,27,119,50,88
77,5,53,74,102,92,62,98,130,42
84,123,46,63,97,94,69,98,145,81
16,138,114,121,72,64,137,140,10,149
1,34,126,50,51,107,62,38,74,149
56,64,114,130,149,92,57,41,116,81
124,132,59,50,88,77,4,62,128,42
148,62,23,134,43,72,92,108,128,25
148,43,6,116,62,46,151,114,74,142
141,109,114,50,133,146,69,125,149,130
72,132,98,128,51,56,57,4,50,88
98,132,77,128,114,107,19,4,130,102
77,62,3,145,55,124,29,140,103,81
35,92,128,3,81,107,58,125,10,111
42,109,138,63,72,100,62,4,28,97
99,1,133,101,138,23,129,91,116,72
78,83,4,116,81,22,135,114,128,87
124,62,141,29,144,72,57,125,116,97
125,5,148,10,149,22,69,134,67,133
56,60,140,116,81,77,151,126,156,155
23,109,121,155,28,124,151,2,18,144
52,85,98,116,43,38,5,137,74,11
78,62,0,74,42,100,57,2,28,144
25,69,41,96,42,125,132,98,128,144
15,5,33,10,149,124,148,77,134,144
106,62,53,50,42,23,83,12,128,102
137,52,38,134,142,100,92,12,10,51
140,27,77,128,48,107,92,6,74,57
72,62,135,10,81,46,57,6,103,127
119,58,125,50,88,84,95,41,130,43
98,62,77,74,81,22,109,41,116,51
72,129,137,28,155,10,62,2,98,149
124,62,6,128,81,77,5,108,130,149
79,71,111,50,43,124,62,77,130,88
52,83,4,128,42,22,62,126,140,88
56,58,111,50,142,52,14,77,74,88
22,137,82,128,42,110,29,140,130,149
4,69,103,96,102,78,62,91,128,97
100,69,56,145,11,40,109,138,10,149
22,44,98,10,149,72,62,140,111,43
95,109,106,130,43,100,62,37,116,2
77,132,125,10,102,38,123,121,50,155
95,5,4,20,24,124,62,82,10,149
124,34,93,74,154,100,83,77,130,102
62,147,111,128,42,72,132,126,50,102
141,83,4,74,81,124,104,2,10,155
56,92,4,63,51,71,137,22,130,24
136,116,33,71,97,23,109,83,101,73
22,119,121,128,81,146,29,53,74,42
131,132,114,128,155,22,62,77,10,102
38,29,138,63,149,87,92,4,153,146
104,124,2,50,155,72,62,6,74,102
73,92,154,6,10,95,137,98,155,145
78,5,114,134,142,23,62,59,28,81
30,83,121,128,45,23,34,6,134,51
143,104,53,10,102,22,27,134,128,144
84,132,77,128,81,104,4,3,74,42
134,92,6,10,149,107,123,56,130,51
38,129,77,128,42,107,70,3,74,51
71,83,108,128,42,106,151,98,50,117
125,101,56,123,154,92,132,126,116,42
132,52,3,101,149,73,92,53,63,142
63,69,111,130,149,84,151,6,134,144
148,132,114,153,88,124,62,3,130,102
124,83,4,116,2,22,62,77,145,13
56,69,64,50,24,107,129,140,10,149
124,151,98,128,155,63,92,38,116,102
78,129,137,74,127,64,57,41,128,154
78,62,38,101,51,121,83,135,10,149
107,62,4,103,149,87,129,59,101,43
106,109,83,130,24,72,113,111,116,97
4,92,114,74,81,124,32,126,103,2
146,69,138,116,42,77,92,135,125,97
40,57,126,128,89,98,54,77,28,81
100,29,138,145,97,87,69,83,10,88
131,129,138,130,102,63,62,2,116,51
56,147,135,74,34,46,138,89,116,51
52,138,65,74,55,63,60,2,116,11
140,69,139,10,42,119,62,41,74,144
77,109,92,145,11,22,4,91,10,149
121,83,12,130,97,100,62,98,10,42
92,132,114,116,13,72,62,6,130,11
56,62,137,145,11,118,83,3,63,81
23,137,4,50,42,98,62,38,130,155
64,132,138,128,51,76,58,125,50,88
23,5,41,128,117,136,62,4,10,102
24,132,125,130,11,78,92,140,74,155
92,132,6,128,42,71,151,59,145,97
23,92,126,10,127,146,99,3,116,97
107,92,4,74,89,83,19,22,117,13
140,83,98,74,42,46,128,137,135,155
23,83,111,128,42,107,105,91,29,43
92,140,148,50,42,124,5,111,121,155
107,83,4,130,43,100,71,45,10,127
63,83,6,50,97,100,151,98,128,42
124,118,138,130,149,72,5,82,50,51
22,109,140,128,81,125,105,126,134,142
71,60,108,145,81,56,58,98,10,149
134,132,12,130,97,77,62,107,10,149
72,62,4,21,35,16,123,22,134,55
22,137,125,74,42,136,62,140,116,43
71,104,114,50,154,56,62,33,116,51
124,135,3,145,43,107,62,33,128,126
136,137,140,10,149,87,69,56,130,97
56,5,98,10,42,100,62,3,116,149
100,132,3,111,81,107,135,89,120,133
38,5,77,116,43,72,62,59,128,42
4,62,140,121,49,146,83,111,74,2
56,137,12,130,81,92,62,3,128,55
38,151,6,130,149,84,8,125,116,43
107,62,3,126,42,38,83,77,128,89
125,62,126,74,155,52,58,3,140,81
95,132,111,50,152,40,119,38,96,155
48,132,65,128,42,56,69,137,130,81
84,29,135,74,42,40,109,121,128,43
38,29,134,130,102,146,62,98,2,145
71,135,3,10,13,146,62,137,50,42
22,104,114,130,149,41,132,126,10,42
72,129,40,98,42,79,69,56,74,61
40,19,98,128,42,87,60,108,74,149
136,29,140,50,42,150,104,38,130,55
125,92,114,101,75,40,85,140,128,42
38,62,4,130,88,140,5,111,50,24
87,147,6,130,51,140,5,12,10,24
22,5,6,74,81,92,83,126,116,155
107,69,38,128,81,77,62,98,10,42
134,57,77,130,149,125,109,67,116,43
11,69,111,74,84,35,92,4,10,144
148,19,138,128,43,107,4,89,50,87
124,69,2,96,42,40,92,77,128,122
107,69,92,116,73,140,32,67,128,25
107,5,126,130,149,72,121,4,155,62
100,92,126,156,97,102,135,41,103,34
107,83,37,101,149,124,132,3,28,155
38,92,98,89,155,107,69,56,43,101
22,27,125,128,144,92,62,126,134,142
124,69,140,101,57,22,62,4,74,42
16,113,53,74,43,52,109,125,128,42
125,132,41,145,81,155,83,114,134,142
4,105,64,50,102,148,5,126,145,13
107,34,126,116,11,38,62,4,128,13
52,92,37,134,131,95,113,137,128,51
140,66,98,130,102,56,32,12,116,11
40,137,4,20,81,25,58,79,145,51
140,5,98,130,149,124,69,77,128,81
100,132,135,28,144,92,69,6,130,102
56,62,111,128,155,146,151,59,20,81
106,5,126,145,51,151,4,138,63,102
146,147,125,111,36,107,138,126,134,142
29,135,56,74,154,140,69,121,116,51
23,148,114,116,154,107,83,2,74,144
72,62,2,145,81,23,132,33,74,127
62,5,77,116,155,107,123,140,50,13
124,69,93,130,25,100,62,91,50,42
87,62,111,130,102,56,132,53,50,42
40,69,138,130,149,56,58,141,74,144
38,83,53,130,102,100,71,19,50,88
132,38,98,128,81,56,58,46,63,88
118,62,2,145,55,23,29,138,116,102
56,69,3,130,149,140,62,12,50,81
26,151,135,50,102,38,19,4,128,155
98,92,3,63,144,78,129,77,128,44
71,69,125,130,127,100,92,123,74,81
136,135,65,86,72,23,34,77,128,67
141,69,77,156,51,64,62,4,145,73
107,69,121,74,144,72,132,77,42,128
146,14,112,10,42,35,104,125,89,144
141,69,52,21,72,107,58,33,128,149
77,57,140,130,102,40,62,46,65,97
22,5,108,130,149,46,62,77,128,155
98,64,138,130,149,131,92,4,128,81
56,104,98,10,102,57,135,121,134,40
71,140,19,89,154,125,109,121,128,43
138,8,72,116,102,107,83,53,10,42
106,123,134,130,102,29,71,138,50,51
38,71,125,130,39,99,138,98,128,11
41,132,52,116,72,107,5,37,63,81
107,83,126,74,43,92,105,12,116,97
16,92,114,116,155,72,5,2,128,81
30,62,2,116,75,125,5,126,128,102
141,132,98,130,97,100,109,121,128,149
22,69,37,121,57,148,62,60,101,81
107,105,82,116,149,92,57,6,145,81
38,147,2,128,42,65,62,112,130,155
46,104,37,50,44,38,69,73,128,42
141,135,114,128,31,94,92,126,10,97
50,69,140,121,42,92,132,130,4,144
134,69,92,130,102,40,62,6,128,144
141,119,2,128,81,95,113,135,63,102
151,129,114,74,42,110,6,139,130,102
46,92,111,145,149,7,129,140,121,51
84,62,28,128,51,106,71,98,121,155
22,83,41,50,88,38,109,121,10,155
98,92,140,154,74,87,132,114,128,42
78,83,4,130,149,15,135,3,74,49
107,92,19,128,81,22,47,77,10,149
63,109,140,50,88,85,151,6,116,97
106,29,42,89,38,77,69,55,74,43
65,5,111,10,144,107,33,114,50,119
77,29,56,130,42,41,123,138,71,116
107,1,77,101,81,52,129,114,130,149
100,109,56,50,88,141,151,2,128,144
77,138,135,130,155,100,132,6,128,42
65,83,42,74,126,72,1,138,128,102
78,139,102,28,104,72,109,73,65,51
140,71,114,145,97,79,85,88,50,154
84,119,108,128,13,71,109,83,134,127
121,62,12,145,155,92,151,98,63,133
114,62,15,145,51,125,109,121,50,88
7,105,98,50,88,100,135,12,103,36
125,62,98,116,43,38,5,53,74,154
118,132,29,10,42,56,119,111,130,149
40,62,126,128,144,125,135,75,50,81
15,129,77,10,42,140,69,41,130,102
56,69,138,103,154,77,83,125,116,43
38,92,29,50,149,107,137,138,128,42
87,119,53,116,24,118,62,108,86,89
118,58,138,50,51,92,69,53,74,81
148,71,126,74,36,107,83,114,50,88
22,69,116,128,61,92,62,126,74,42
100,27,3,74,43,72,5,2,128,11
72,135,4,116,81,125,147,121,101,43
125,57,77,50,36,121,62,42,130,144
84,83,53,128,42,92,104,48,74,88
84,69,38,74,42,148,135,98,50,102
72,129,6,50,88,22,132,98,128,81
107,132,126,74,36,148,83,41,130,102
56,105,4,130,155,124,5,2,10,102
78,62,2,128,155,23,5,111,28,115
92,23,108,130,25,71,69,6,50,88
22,137,15,18,43,132,92,126,130,81
23,41,132,42,74,56,152,59,128,81
107,138,126,128,97,60,151,41,74,88
7,83,6,128,28,92,69,4,50,42
132,151,2,20,47,77,83,82,73,144
78,105,22,128,144,38,62,111,10,42
23,135,77,130,102,54,62,2,128,55
65,5,126,74,42,22,69,38,20,64
52,129,42,130,2,108,92,140,128,51
148,83,59,50,155,124,1,77,74,42
92,104,98,145,11,23,5,89,134,142
2,70,40,74,75,12,151,41,130,149
140,58,125,116,51,124,119,137,10,102
78,62,111,103,4,98,151,25,10,51
107,29,73,17,102,52,129,53,128,51
79,135,107,128,67,92,109,22,116,42
141,129,143,74,154,131,32,67,128,25
148,62,138,145,97,22,5,6,86,102
107,83,125,130,149,35,132,3,123,42
124,92,2,134,42,125,62,37,74,81
62,151,116,98,144,47,69,140,120,15
148,51,138,74,69,16,60,53,134,42
72,62,4,74,42,148,104,38,128,155
72,109,125,50,42,95,132,98,28,97
141,62,98,50,97,35,132,77,74,43
38,29,37,116,149,84,34,3,145,138
110,132,143,128,51,124,62,33,116,43
64,151,59,50,42,77,62,125,128,144
56,58,4,128,81,64,92,43,117,155
64,83,126,128,72,2,92,140,50,42
84,83,77,74,42,124,109,63,121,155
140,62,77,49,51,22,32,139,130,155
131,5,33,67,49,100,92,93,134,102
92,72,22,50,42,131,151,77,116,97
77,151,4,10,149,124,69,37,116,51
148,137,6,50,11,56,123,54,20,89
38,123,138,116,81,106,62,53,10,102
23,92,126,130,13,78,83,140,116,97
84,69,138,117,10,78,92,126,130,102
92,69,111,156,81,71,83,98,130,2
52,5,126,74,122,106,137,125,156,51
40,62,111,50,149,23,109,121,116,97
60,132,33,63,75,35,62,89,128,42
38,147,0,140,155,106,123,6,121,72
7,151,3,50,88,72,60,140,128,42
23,62,4,50,42,140,113,91,145,2
38,80,126,130,149,5,92,6,50,88
71,83,137,156,97,125,62,114,134,42
38,132,78,17,81,107,105,88,29,75
40,129,6,20,81,65,92,111,128,144
38,5,77,130,102,107,151,4,116,97
72,62,111,128,43,84,137,135,28,42
100,148,140,50,88,143,5,23,130,149
92,69,146,116,133,107,132,82,145,97
77,62,114,128,144,38,5,98,10,102
107,62,4,134,133,58,148,146,28,102
56,104,111,130,102,134,151,98,128,42
40,57,98,130,51,134,32,18,128,25
131,83,77,20,155,52,132,3,128,47
107,92,98,50,42,124,62,126,155,116
148,113,89,116,102,84,92,41,101,122
124,132,112,128,42,98,62,126,50,88
146,69,126,96,154,56,70,135,50,88
140,62,137,116,81,25,71,123,145,51
136,109,121,128,89,118,62,3,17,88
56,123,3,145,43,77,105,125,74,55
150,83,0,10,149,56,58,98,130,44
141,92,126,128,43,46,62,135,50,149
63,62,137,130,102,118,58,107,128,81
72,132,98,10,149,140,138,126,145,51
23,109,125,116,42,123,34,135,128,146
98,62,4,74,144,79,69,135,116,102
92,137,12,10,123,46,83,135,50,144
95,151,46,145,81,148,5,4,128,71
40,104,6,128,81,26,129,98,50,115
78,92,38,96,88,64,71,33,21,102
64,137,138,128,122,71,92,19,116,43
107,148,137,89,51,72,62,98,103,97
106,139,6,10,102,124,62,111,121,155
98,69,56,50,149,72,34,138,10,102
58,56,73,134,97,16,62,4,50,142
100,129,53,128,155,87,92,56,130,75
98,62,114,130,102,148,92,132,10,142
121,69,146,96,55,125,137,38,128,119
40,104,98,74,117,72,132,114,128,154
124,27,121,63,149,98,62,52,20,148
107,57,3,128,62,72,132,4,130,149
124,58,132,153,155,63,62,12,101,43
98,62,3,74,81,40,29,156,128,43
140,113,4,130,149,72,92,98,96,97
97,137,77,50,140,107,132,6,21,87
92,132,126,74,42,125,152,121,50,144
56,5,114,103,127,118,58,140,116,81
25,62,3,50,88,72,71,98,10,149
15,137,56,10,149,126,62,8,130,42
87,132,126,50,149,23,29,125,130,51
124,34,6,74,64,56,69,126,17,144
40,23,4,50,149,107,5,138,128,51
23,69,92,50,88,95,132,19,130,43
124,113,82,116,43,107,92,19,74,154
